Date,Description,Amount,Category,Month,Month_Num,Year,Type
2024-07-29,Zomato,8500.0,Food & Dining,July 2024,7,2024,Debit
2024-07-31,Amazon,742.39,Shopping,July 2024,7,2024,Debit
2024-07-31,Rapido,242.12,Transport,July 2024,7,2024,Debit
2024-08-01,Udemy,781.49,Education,August 2024,8,2024,Debit
2024-08-02,Rapido,62.9,Transport,August 2024,8,2024,Debit
2024-08-05,Amazon,918.29,Shopping,August 2024,8,2024,Debit
2024-08-06,Society Maintenance,2526.86,Bills & Rent,August 2024,8,2024,Debit
2024-08-07,D-Mart,1075.82,Shopping,August 2024,8,2024,Debit
2024-08-07,Domino's,384.17,Food & Dining,August 2024,8,2024,Debit
2024-08-07,Cult.fit,455.42,Health,August 2024,8,2024,Debit
2024-08-08,Subway,345.83,Food & Dining,August 2024,8,2024,Debit
2024-08-08,IRCTC,161.03,Transport,August 2024,8,2024,Debit
2024-08-08,Amazon,715.49,Shopping,August 2024,8,2024,Debit
2024-08-09,Bus Pass,11.2,Transport,August 2024,8,2024,Debit
2024-08-10,YouTube Premium,507.4,Entertainment,August 2024,8,2024,Debit
2024-08-11,Subway,570.61,Food & Dining,August 2024,8,2024,Debit
2024-08-14,Dr Reddy's,521.6,Health,August 2024,8,2024,Debit
2024-08-15,Flipkart,728.66,Shopping,August 2024,8,2024,Debit
2024-08-15,Cafe Coffee Day,621.83,Food & Dining,August 2024,8,2024,Debit
2024-08-15,Cafe Coffee Day,411.56,Food & Dining,August 2024,8,2024,Debit
2024-08-15,D-Mart,998.6,Shopping,August 2024,8,2024,Debit
2024-08-16,Blinkit,580.29,Food & Dining,August 2024,8,2024,Debit
2024-08-16,Netflix,632.56,Entertainment,August 2024,8,2024,Debit
2024-08-17,Bus Pass,106.62,Transport,August 2024,8,2024,Debit
2024-08-18,LinkedIn Learning,210.86,Education,August 2024,8,2024,Debit
2024-08-19,Gas Bill,2982.88,Bills & Rent,August 2024,8,2024,Debit
2024-08-19,IRCTC,92.91,Transport,August 2024,8,2024,Debit
2024-08-19,Auto Rickshaw,368.46,Transport,August 2024,8,2024,Debit
2024-08-19,Zomato,348.35,Food & Dining,August 2024,8,2024,Debit
2024-08-20,Ola,306.44,Transport,August 2024,8,2024,Debit
2024-08-21,MakeMyTrip,239.2,Transport,August 2024,8,2024,Debit
2024-08-21,Airtel,1978.84,Bills & Rent,August 2024,8,2024,Debit
2024-08-22,Uber,202.18,Transport,August 2024,8,2024,Debit
2024-08-22,OYO Rooms,2467.91,Travel,August 2024,8,2024,Debit
2024-08-23,Cafe Coffee Day,712.19,Food & Dining,August 2024,8,2024,Debit
2024-08-23,KFC,10.0,Food & Dining,August 2024,8,2024,Debit
2024-08-24,Yoga Studio,306.82,Health,August 2024,8,2024,Debit
2024-08-24,BookmyShow,451.92,Entertainment,August 2024,8,2024,Debit
2024-08-24,Petrol Pump,276.79,Transport,August 2024,8,2024,Debit
2024-08-24,Petrol Pump,110.92,Transport,August 2024,8,2024,Debit
2024-08-24,Zomato,313.2,Food & Dining,August 2024,8,2024,Debit
2024-08-25,Uber,374.46,Transport,August 2024,8,2024,Debit
2024-08-25,MakeMyTrip,194.64,Transport,August 2024,8,2024,Debit
2024-08-29,Petrol Pump,100.26,Transport,August 2024,8,2024,Debit
2024-08-31,Reliance Trends,715.37,Shopping,August 2024,8,2024,Debit
2024-08-31,McDonald's,563.1,Food & Dining,August 2024,8,2024,Debit
2024-08-31,Airtel,2598.82,Bills & Rent,August 2024,8,2024,Debit
2024-09-01,IRCTC,35.11,Transport,September 2024,9,2024,Debit
2024-09-01,Cafe Coffee Day,262.05,Food & Dining,September 2024,9,2024,Debit
2024-09-01,Amazon,699.19,Shopping,September 2024,9,2024,Debit
2024-09-02,UPI Payment,10000.0,Shopping,September 2024,9,2024,Debit
2024-09-02,Airtel,2387.45,Bills & Rent,September 2024,9,2024,Debit
2024-09-02,Petrol Pump,350.46,Transport,September 2024,9,2024,Debit
2024-09-02,Spotify,410.82,Entertainment,September 2024,9,2024,Debit
2024-09-02,Water Bill,2527.36,Bills & Rent,September 2024,9,2024,Debit
2024-09-03,Hotstar,675.41,Entertainment,September 2024,9,2024,Debit
2024-09-04,Domino's,869.54,Food & Dining,September 2024,9,2024,Debit
2024-09-05,Airtel,1987.95,Bills & Rent,September 2024,9,2024,Debit
2024-09-06,Electricity Board,2458.59,Bills & Rent,September 2024,9,2024,Debit
2024-09-07,Domino's,296.74,Food & Dining,September 2024,9,2024,Debit
2024-09-07,Unacademy,652.18,Education,September 2024,9,2024,Debit
2024-09-08,Bus Pass,168.35,Transport,September 2024,9,2024,Debit
2024-09-08,Ola,474.64,Transport,September 2024,9,2024,Debit
2024-09-09,Blinkit,366.46,Food & Dining,September 2024,9,2024,Debit
2024-09-10,Netflix,904.22,Entertainment,September 2024,9,2024,Debit
2024-09-10,Blinkit,394.43,Food & Dining,September 2024,9,2024,Debit
2024-09-10,Air India,4461.12,Travel,September 2024,9,2024,Debit
2024-09-10,Zomato,52.89,Food & Dining,September 2024,9,2024,Debit
2024-09-11,Bus Pass,80.93,Transport,September 2024,9,2024,Debit
2024-09-12,Swiggy,219.93,Food & Dining,September 2024,9,2024,Debit
2024-09-13,Apollo Pharmacy,928.19,Health,September 2024,9,2024,Debit
2024-09-13,BookmyShow,242.25,Entertainment,September 2024,9,2024,Debit
2024-09-14,Petrol Pump,143.96,Transport,September 2024,9,2024,Debit
2024-09-15,Bus Pass,52.04,Transport,September 2024,9,2024,Debit
2024-09-15,IRCTC,83.43,Transport,September 2024,9,2024,Debit
2024-09-17,MakeMyTrip,186.52,Transport,September 2024,9,2024,Debit
2024-09-19,Blinkit,556.37,Food & Dining,September 2024,9,2024,Debit
2024-09-19,Ola,214.7,Transport,September 2024,9,2024,Debit
2024-09-20,Swiggy,312.63,Food & Dining,September 2024,9,2024,Debit
2024-09-21,Petrol Pump,113.34,Transport,September 2024,9,2024,Debit
2024-09-21,Myntra,731.51,Shopping,September 2024,9,2024,Debit
2024-09-21,BookmyShow,536.17,Entertainment,September 2024,9,2024,Debit
2024-09-22,Rapido,105.22,Transport,September 2024,9,2024,Debit
2024-09-22,Amazon,715.57,Shopping,September 2024,9,2024,Debit
2024-09-23,Spotify,657.62,Entertainment,September 2024,9,2024,Debit
2024-09-23,KFC,254.25,Food & Dining,September 2024,9,2024,Debit
2024-09-24,Cult.fit,625.45,Health,September 2024,9,2024,Debit
2024-09-24,Bus Pass,160.11,Transport,September 2024,9,2024,Debit
2024-09-24,Gas Bill,1920.63,Bills & Rent,September 2024,9,2024,Debit
2024-09-24,OYO Rooms,2201.62,Travel,September 2024,9,2024,Debit
2024-09-29,Water Bill,2376.06,Bills & Rent,September 2024,9,2024,Debit
2024-09-29,Blinkit,605.69,Food & Dining,September 2024,9,2024,Debit
2024-09-29,KFC,355.75,Food & Dining,September 2024,9,2024,Debit
2024-09-29,Myntra,713.19,Shopping,September 2024,9,2024,Debit
2024-09-29,McDonald's,479.1,Food & Dining,September 2024,9,2024,Debit
2024-09-30,Lenskart,237.51,Entertainment,September 2024,9,2024,Debit
2024-09-30,IRCTC,409.3,Transport,September 2024,9,2024,Debit
2024-09-30,House Rent,2544.52,Bills & Rent,September 2024,9,2024,Debit
2024-10-01,Uber,131.22,Transport,October 2024,10,2024,Debit
2024-10-01,Apollo Pharmacy,1200.42,Health,October 2024,10,2024,Debit
2024-10-02,Rapido,126.43,Transport,October 2024,10,2024,Debit
2024-10-03,Gym Membership,370.44,Health,October 2024,10,2024,Debit
2024-10-04,Auto Rickshaw,244.56,Transport,October 2024,10,2024,Debit
2024-10-05,KFC,359.29,Food & Dining,October 2024,10,2024,Debit
2024-10-05,Book Store,1089.6,Education,October 2024,10,2024,Debit
2024-10-07,UPI Payment,10000.0,Shopping,October 2024,10,2024,Debit
2024-10-08,Meesho,939.91,Shopping,October 2024,10,2024,Debit
2024-10-08,Ola,64.23,Transport,October 2024,10,2024,Debit
2024-10-09,Rapido,164.28,Transport,October 2024,10,2024,Debit
2024-10-10,Ajio,810.67,Shopping,October 2024,10,2024,Debit
2024-10-10,Swiggy,388.22,Food & Dining,October 2024,10,2024,Debit
2024-10-11,Medplus,1255.25,Health,October 2024,10,2024,Debit
2024-10-12,Petrol Pump,185.75,Transport,October 2024,10,2024,Debit
2024-10-13,Netflix,96.06,Entertainment,October 2024,10,2024,Debit
2024-10-13,Subway,782.65,Food & Dining,October 2024,10,2024,Debit
2024-10-14,IRCTC,203.29,Transport,October 2024,10,2024,Debit
2024-10-14,BookmyShow,438.56,Entertainment,October 2024,10,2024,Debit
2024-10-14,Ajio,851.7,Shopping,October 2024,10,2024,Debit
2024-10-15,Society Maintenance,2362.36,Bills & Rent,October 2024,10,2024,Debit
2024-10-15,OYO Rooms,8444.56,Travel,October 2024,10,2024,Debit
2024-10-15,Domino's,477.78,Food & Dining,October 2024,10,2024,Debit
2024-10-16,Society Maintenance,3038.73,Bills & Rent,October 2024,10,2024,Debit
2024-10-16,KFC,241.62,Food & Dining,October 2024,10,2024,Debit
2024-10-17,YouTube Premium,103.34,Entertainment,October 2024,10,2024,Debit
2024-10-18,Amazon Prime,360.34,Entertainment,October 2024,10,2024,Debit
2024-10-18,Dr Reddy's,18.63,Health,October 2024,10,2024,Debit
2024-10-19,Petrol Pump,151.92,Transport,October 2024,10,2024,Debit
2024-10-19,Dr Reddy's,414.24,Health,October 2024,10,2024,Debit
2024-10-20,MakeMyTrip,24.12,Transport,October 2024,10,2024,Debit
2024-10-23,Spotify,634.31,Entertainment,October 2024,10,2024,Debit
2024-10-23,Bus Pass,401.62,Transport,October 2024,10,2024,Debit
2024-10-24,Meesho,829.2,Shopping,October 2024,10,2024,Debit
2024-10-24,Myntra,887.74,Shopping,October 2024,10,2024,Debit
2024-10-24,Rapido,109.61,Transport,October 2024,10,2024,Debit
2024-10-28,Cafe Coffee Day,174.74,Food & Dining,October 2024,10,2024,Debit
2024-10-28,Cafe Coffee Day,357.53,Food & Dining,October 2024,10,2024,Debit
2024-10-31,MakeMyTrip,306.52,Transport,October 2024,10,2024,Debit
2024-10-31,Spotify,10.0,Entertainment,October 2024,10,2024,Debit
2024-11-02,D-Mart,688.01,Shopping,November 2024,11,2024,Debit
2024-11-02,McDonald's,401.6,Food & Dining,November 2024,11,2024,Debit
2024-11-03,Petrol Pump,258.17,Transport,November 2024,11,2024,Debit
2024-11-03,Zomato,128.54,Food & Dining,November 2024,11,2024,Debit
2024-11-04,Bus Pass,157.67,Transport,November 2024,11,2024,Debit
2024-11-04,Petrol Pump,287.42,Transport,November 2024,11,2024,Debit
2024-11-04,Petrol Pump,347.92,Transport,November 2024,11,2024,Debit
2024-11-05,Ola,187.16,Transport,November 2024,11,2024,Debit
2024-11-05,Petrol Pump,290.96,Transport,November 2024,11,2024,Debit
2024-11-06,Petrol Pump,177.11,Transport,November 2024,11,2024,Debit
2024-11-06,Unacademy,578.2,Education,November 2024,11,2024,Debit
2024-11-07,IRCTC,258.03,Transport,November 2024,11,2024,Debit
2024-11-08,Bus Pass,102.37,Transport,November 2024,11,2024,Debit
2024-11-08,Uber,246.3,Transport,November 2024,11,2024,Debit
2024-11-08,Dr Reddy's,331.0,Health,November 2024,11,2024,Debit
2024-11-08,Flipkart,925.13,Shopping,November 2024,11,2024,Debit
2024-11-09,Uber,368.08,Transport,November 2024,11,2024,Debit
2024-11-09,Petrol Pump,10.0,Transport,November 2024,11,2024,Debit
2024-11-10,Stationery Shop,492.33,Education,November 2024,11,2024,Debit
2024-11-10,Zomato,533.86,Food & Dining,November 2024,11,2024,Debit
2024-11-11,Cash Withdrawl,25000.0,Bills & Rent,November 2024,11,2024,Debit
2024-11-11,Yatra,5845.46,Travel,November 2024,11,2024,Debit
2024-11-11,H&M,769.11,Shopping,November 2024,11,2024,Debit
2024-11-11,Apollo Pharmacy,313.93,Health,November 2024,11,2024,Debit
2024-11-11,Rapido,256.22,Transport,November 2024,11,2024,Debit
2024-11-12,Subway,167.64,Food & Dining,November 2024,11,2024,Debit
2024-11-13,Amazon Prime,1048.39,Entertainment,November 2024,11,2024,Debit
2024-11-13,KFC,382.55,Food & Dining,November 2024,11,2024,Debit
2024-11-14,Domino's,120.7,Food & Dining,November 2024,11,2024,Debit
2024-11-16,House Rent,1959.04,Bills & Rent,November 2024,11,2024,Debit
2024-11-16,Subway,72.93,Food & Dining,November 2024,11,2024,Debit
2024-11-17,Amazon Prime,503.05,Entertainment,November 2024,11,2024,Debit
2024-11-18,Reliance Trends,867.71,Shopping,November 2024,11,2024,Debit
2024-11-18,Blinkit,228.1,Food & Dining,November 2024,11,2024,Debit
2024-11-20,Amazon,890.4,Shopping,November 2024,11,2024,Debit
2024-11-20,Swiggy,443.82,Food & Dining,November 2024,11,2024,Debit
2024-11-20,House Rent,1381.4,Bills & Rent,November 2024,11,2024,Debit
2024-11-21,Swiggy,250.83,Food & Dining,November 2024,11,2024,Debit
2024-11-22,Water Bill,1498.85,Bills & Rent,November 2024,11,2024,Debit
2024-11-22,Petrol Pump,417.19,Transport,November 2024,11,2024,Debit
2024-11-22,PVR Cinemas,256.81,Entertainment,November 2024,11,2024,Debit
2024-11-22,IRCTC,110.44,Transport,November 2024,11,2024,Debit
2024-11-22,LinkedIn Learning,648.21,Education,November 2024,11,2024,Debit
2024-11-23,Myntra,664.66,Shopping,November 2024,11,2024,Debit
2024-11-27,Ola,109.35,Transport,November 2024,11,2024,Debit
2024-11-27,H&M,874.16,Shopping,November 2024,11,2024,Debit
2024-11-27,MakeMyTrip,164.29,Transport,November 2024,11,2024,Debit
2024-11-29,Practo,780.44,Health,November 2024,11,2024,Debit
2024-11-30,House Rent,3233.91,Bills & Rent,November 2024,11,2024,Debit
2024-11-30,McDonald's,340.62,Food & Dining,November 2024,11,2024,Debit
2024-12-01,Flipkart,577.89,Shopping,December 2024,12,2024,Debit
2024-12-02,Amazon Prime,573.56,Entertainment,December 2024,12,2024,Debit
2024-12-02,IRCTC,532.53,Transport,December 2024,12,2024,Debit
2024-12-02,Society Maintenance,3066.08,Bills & Rent,December 2024,12,2024,Debit
2024-12-02,MakeMyTrip,101.91,Transport,December 2024,12,2024,Debit
2024-12-03,Auto Rickshaw,234.3,Transport,December 2024,12,2024,Debit
2024-12-03,Subway,579.75,Food & Dining,December 2024,12,2024,Debit
2024-12-04,Ola,257.31,Transport,December 2024,12,2024,Debit
2024-12-05,Airtel,2623.71,Bills & Rent,December 2024,12,2024,Debit
2024-12-05,Society Maintenance,2299.3,Bills & Rent,December 2024,12,2024,Debit
2024-12-05,NPTEL,185.3,Education,December 2024,12,2024,Debit
2024-12-05,McDonald's,38.68,Food & Dining,December 2024,12,2024,Debit
2024-12-06,McDonald's,445.41,Food & Dining,December 2024,12,2024,Debit
2024-12-07,Cafe Coffee Day,280.15,Food & Dining,December 2024,12,2024,Debit
2024-12-07,Netflix,588.22,Entertainment,December 2024,12,2024,Debit
2024-12-07,Uber,176.29,Transport,December 2024,12,2024,Debit
2024-12-08,Swiggy,264.38,Food & Dining,December 2024,12,2024,Debit
2024-12-08,Subway,93.4,Food & Dining,December 2024,12,2024,Debit
2024-12-08,Blinkit,582.17,Food & Dining,December 2024,12,2024,Debit
2024-12-10,Meesho,808.1,Shopping,December 2024,12,2024,Debit
2024-12-10,IRCTC,185.81,Transport,December 2024,12,2024,Debit
2024-12-11,Bus Pass,126.13,Transport,December 2024,12,2024,Debit
2024-12-11,Auto Rickshaw,245.67,Transport,December 2024,12,2024,Debit
2024-12-11,Netflix,66.3,Entertainment,December 2024,12,2024,Debit
2024-12-11,OYO Rooms,3841.94,Travel,December 2024,12,2024,Debit
2024-12-11,Swiggy,285.67,Food & Dining,December 2024,12,2024,Debit
2024-12-13,McDonald's,10.0,Food & Dining,December 2024,12,2024,Debit
2024-12-13,Gym Membership,260.49,Health,December 2024,12,2024,Debit
2024-12-14,BookmyShow,308.95,Entertainment,December 2024,12,2024,Debit
2024-12-14,Uber,196.72,Transport,December 2024,12,2024,Debit
2024-12-16,MakeMyTrip,181.12,Transport,December 2024,12,2024,Debit
2024-12-16,Ola,208.65,Transport,December 2024,12,2024,Debit
2024-12-17,Cleartrip,5752.23,Travel,December 2024,12,2024,Debit
2024-12-17,Stationery Shop,517.74,Education,December 2024,12,2024,Debit
2024-12-17,D-Mart,816.92,Shopping,December 2024,12,2024,Debit
2024-12-17,Bus Pass,213.19,Transport,December 2024,12,2024,Debit
2024-12-18,Zomato,365.36,Food & Dining,December 2024,12,2024,Debit
2024-12-19,Ola,69.94,Transport,December 2024,12,2024,Debit
2024-12-19,Auto Rickshaw,67.38,Transport,December 2024,12,2024,Debit
2024-12-20,BookmyShow,644.9,Entertainment,December 2024,12,2024,Debit
2024-12-20,IRCTC,72.11,Transport,December 2024,12,2024,Debit
2024-12-20,Domino's,556.06,Food & Dining,December 2024,12,2024,Debit
2024-12-20,Domino's,765.35,Food & Dining,December 2024,12,2024,Debit
2024-12-21,Blinkit,91.06,Food & Dining,December 2024,12,2024,Debit
2024-12-21,Swiggy,280.27,Food & Dining,December 2024,12,2024,Debit
2024-12-21,Apollo Pharmacy,261.22,Health,December 2024,12,2024,Debit
2024-12-22,Bus Pass,420.41,Transport,December 2024,12,2024,Debit
2024-12-22,Airbnb,238.65,Travel,December 2024,12,2024,Debit
2024-12-22,Cult.fit,1307.32,Health,December 2024,12,2024,Debit
2024-12-22,Medplus,1237.8,Health,December 2024,12,2024,Debit
2024-12-22,MakeMyTrip,97.49,Transport,December 2024,12,2024,Debit
2024-12-23,MakeMyTrip,55.81,Transport,December 2024,12,2024,Debit
